Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,1,1291.199999988079,968,365,572.3704798532389,323.4176618364481,610,331.80000001192093,397.80875814730933,-38.29957462622748,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,2,1120.300000011921,572.3704798532389,323.4176618364481,950.7090915285202,446.34732861516005,916,429.80000001192093,397.80875814730933,-38.12371342279156,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,3,1203.800000011921,950.7090915285202,446.34732861516005,606.1966011250105,247.4429495415054,629,259.80000001192093,397.80875814730933,-25.926847953578143,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,4,1081.8999999761581,606.1966011250105,247.4429495415054,901.8261212717716,513.6289650954789,870,483.80000001192093,397.8087581473093,-43.61089083155141,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,5,1365.1000000238419,901.8261212717716,513.6289650954789,667.9999999999999,191.79491924311233,680,219.80000001192093,397.8087581473094,-29.710009298318955,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,6,1363.300000011921,667.9999999999999,191.79491924311233,829.8033988749895,555.2113032590307,818,517.8000000119209,397.8087581473094,-38.97780098118496,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,7,1307.7999999523163,829.8033988749895,555.2113032590307,747.0943073464693,166.09562092634533,750,204.80000001192093,397.8087581473094,-38.46272301303976,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,8,1687.300000011921,747.0943073464693,166.09562092634533,747.0943073464692,563.9043790736547,736,522.8000000119209,397.8087581473094,-41.10437906173377,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,9,1068.1000000238419,747.0943073464692,563.9043790736547,829.8033988749894,174.78869674096927,812,201.80000001192093,397.8087581473094,-30.12257624957662,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,10,1487.5,829.8033988749894,174.78869674096927,668,538.2050807568878,684,502.80000001192093,397.8087581473094,-38.85193698124679,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,11,983.0999999642372,668,538.2050807568878,901.8261212717716,216.37103490452108,867,246.80000001192093,397.80875814730945,-45.08783037122532,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,12,1156.2000000476837,901.8261212717716,216.37103490452108,606.1966011250106,482.55705045849464,629,458.80000001192093,397.8087581473093,-32.84279744785921,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,13,827.8999999761581,606.1966011250106,482.55705045849464,950.7090915285202,283.65267138484,912,288.80000001192093,397.8087581473092,-36.096720934655956,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,14,1340.199999988079,950.7090915285202,283.65267138484,572.3704798532389,406.58233816355187,597,397.80000001192093,397.8087581473093,-26.1379573680013,0
Kishore,S2,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,15,1251.699999988079,572.3704798532389,406.58233816355187,968,365,920,365.80000001192093,397.80875814730933,-47.82067374953732,0
