Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,1,1420.2000000476837,968,347.5,572.3704798532389,305.9176618364481,608,322,397.80875814730933,-37.115400001405796,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,2,1526.2000000476837,572.3704798532389,305.9176618364481,950.7090915285202,428.84732861516005,900,392,397.80875814730933,-59.613662673009195,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,3,1484,950.7090915285202,428.84732861516005,606.1966011250105,229.9429495415054,663,271,397.80875814730933,-69.72171167628862,1
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,4,1903.5,606.1966011250105,229.9429495415054,901.8261212717716,496.12896509547886,868,455,397.8087581473093,-52.6583563423379,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,5,1499.7000000476837,901.8261212717716,496.12896509547886,667.9999999999999,174.29491924311233,700,224,397.8087581473094,-59.021383112460526,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,6,1666.5999999046326,667.9999999999999,174.29491924311233,829.8033988749895,537.7113032590307,817,499,397.8087581473094,-40.57214673008642,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,7,2020.5999999046326,829.8033988749895,537.7113032590307,747.0943073464693,148.59562092634533,757,203,397.8087581473094,-55.27502216862443,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,8,1825.9000000953674,747.0943073464693,148.59562092634533,747.0943073464692,546.4043790736547,748,483,397.8087581473094,-63.40437907365467,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,9,1229.7999999523163,747.0943073464692,546.4043790736547,829.8033988749894,157.28869674096927,800,205,397.8087581473094,-52.865171862919084,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,10,1476.7000000476837,829.8033988749894,157.28869674096927,668,520.7050807568878,677,468,397.8087581473094,-51.8091169078235,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,11,1355.2000000476837,668,520.7050807568878,901.8261212717716,198.87103490452108,869,231,397.80875814730945,-45.28758874743354,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,12,1341.5999999046326,901.8261212717716,198.87103490452108,606.1966011250106,465.05705045849464,640,423,397.8087581473093,-53.26248063245429,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,13,1172.9000000953674,606.1966011250106,465.05705045849464,950.7090915285202,266.15267138484,903,272,397.8087581473092,-44.240949562755404,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,14,1261.2000000476837,950.7090915285202,266.15267138484,572.3704798532389,389.08233816355187,624,367,397.8087581473093,-55.926409336841054,0
shama,S2,C0,Non-Dominant,Touchpad,Intermediate,400,50,15,0,15,1533.5999999046326,572.3704798532389,389.08233816355187,968,347.5,916,336,397.80875814730933,-50.51306123157217,0
