Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,1,1534.4000000357628,968,365,572.3704798532389,323.4176618364481,610,326,397.80875814730933,-37.69330953802902,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,2,1170.699999988079,572.3704798532389,323.4176618364481,950.7090915285202,446.34732861516005,916,429,397.80875814730933,-38.37092702197527,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,3,1582.800000011921,950.7090915285202,446.34732861516005,606.1966011250105,247.4429495415054,644,274,397.80875814730933,-46.01722900438432,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,4,1260.699999988079,606.1966011250105,247.4429495415054,901.8261212717716,513.6289650954789,872,479,397.8087581473093,-45.33642809909579,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,5,1489,901.8261212717716,513.6289650954789,667.9999999999999,191.79491924311233,690,223,397.8087581473094,-38.17671619359928,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,6,1385.1000000238419,667.9999999999999,191.79491924311233,829.8033988749895,555.2113032590307,812,510,397.8087581473094,-48.54387542014237,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,7,1390.699999988079,829.8033988749895,555.2113032590307,747.0943073464693,166.09562092634533,753,207,397.8087581473094,-41.238382795446995,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,8,1431.199999988079,747.0943073464693,166.09562092634533,747.0943073464692,563.9043790736547,754,525,397.8087581473094,-38.90437907365468,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,9,1316.3999999761581,747.0943073464692,563.9043790736547,829.8033988749894,174.78869674096927,815,210,397.8087581473094,-37.5196514914801,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,10,1432.800000011921,829.8033988749894,174.78869674096927,668,538.2050807568878,688,496,397.8087581473094,-46.690992676410005,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,11,1622.699999988079,668,538.2050807568878,901.8261212717716,216.37103490452108,869,249,397.80875814730945,-45.692097244621,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,12,1276.6000000238419,901.8261212717716,216.37103490452108,606.1966011250106,482.55705045849464,633,464,397.8087581473093,-32.335897604679374,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,13,1407.3999999761581,606.1966011250106,482.55705045849464,950.7090915285202,283.65267138484,906,297,397.8087581473092,-45.39287335140207,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,14,1409.2000000476837,950.7090915285202,283.65267138484,572.3704798532389,406.58233816355187,614,401,397.8087581473093,-41.31706376670285,0
Kishore,S2,C2,Dominant,Touchpad,Intermediate,400,50,15,0,15,1469.5999999642372,572.3704798532389,406.58233816355187,968,365,934,364,397.80875814730933,-33.70921597925364,0
