Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,1,649.5999999046326,968,347.5,572.3704798532389,305.9176618364481,626,316,397.80875814730933,-54.389623338428784,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,2,700.7000000476837,572.3704798532389,305.9176618364481,950.7090915285202,428.84732861516005,917,393,397.80875814730933,-43.13668490161664,1
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,3,702.0999999046326,950.7090915285202,428.84732861516005,606.1966011250105,229.9429495415054,647,263,397.80875814730933,-51.865305215737614,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,4,514.7000000476837,606.1966011250105,229.9429495415054,901.8261212717716,496.12896509547886,872,457,397.8087581473093,-48.34751582771066,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,5,832.7000000476837,901.8261212717716,496.12896509547886,667.9999999999999,174.29491924311233,698,233,397.8087581473094,-65.12696555725007,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,6,632.0999999046326,667.9999999999999,174.29491924311233,829.8033988749895,537.7113032590307,802,495,397.8087581473094,-50.327378206793874,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,7,684.9000000953674,829.8033988749895,537.7113032590307,747.0943073464693,148.59562092634533,738,204,397.8087581473094,-52.30284764382076,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,8,767.7000000476837,747.0943073464693,148.59562092634533,747.0943073464692,546.4043790736547,750,480,397.8087581473094,-66.40437907365467,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,9,636.2999999523163,747.0943073464692,546.4043790736547,829.8033988749894,157.28869674096927,808,220,397.8087581473094,-65.87409234738406,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,10,405.09999990463257,829.8033988749894,157.28869674096927,668,520.7050807568878,704,419,397.8087581473094,-107.55473369535756,1
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,11,512.6000001430511,668,520.7050807568878,901.8261212717716,198.87103490452108,843,251,397.80875814730945,-76.75034519453679,1
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,12,412.09999990463257,901.8261212717716,198.87103490452108,606.1966011250106,465.05705045849464,644,442,397.8087581473093,-43.52157841354558,0
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,13,450.90000009536743,606.1966011250106,465.05705045849464,950.7090915285202,266.15267138484,884,303,397.8087581473092,-76.19543223465973,1
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,14,569.5,950.7090915285202,266.15267138484,572.3704798532389,389.08233816355187,648,382,397.8087581473093,-74.1165108123005,1
varun,S1,C0,Dominant,Mouse,Intermediate,400,50,15,0,15,577,572.3704798532389,389.08233816355187,968,347.5,908,337,397.80875814730933,-58.573764857786024,0
