Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,1,914,1053,454,657.3704798532389,412.4176618364481,678,412,397.80875814730933,-20.472851926965387,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,2,866,657.3704798532389,412.4176618364481,1035.7090915285203,535.34732861516,1012,515,397.80875814730945,-28.836356325853505,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,3,818.0000000000073,1035.7090915285203,535.34732861516,691.1966011250105,336.4429495415054,710,351,397.8087581473094,-23.562746332479954,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,4,1366,691.1966011250105,336.4429495415054,986.8261212717716,602.6289650954789,962,590,397.8087581473093,-26.89983063181391,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,5,1083.9999999999927,986.8261212717716,602.6289650954789,752.9999999999999,280.7949192431123,774,300,397.8087581473094,-27.880727008807447,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,6,883,752.9999999999999,280.7949192431123,914.8033988749895,644.2113032590307,914,614,397.8087581473094,-27.926170623214734,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,7,1283.0000000000073,914.8033988749895,644.2113032590307,832.0943073464693,255.09562092634533,854,281,397.8087581473094,-29.89275583752409,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,8,933,832.0943073464693,255.09562092634533,832.0943073464692,652.9043790736547,828,620,397.8087581473094,-32.90437907365464,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,9,948.9999999999927,832.0943073464692,652.9043790736547,914.8033988749894,263.78869674096927,909,274,397.8087581473094,-11.194756255775093,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,10,868.0000000000073,914.8033988749894,263.78869674096927,753,627.2050807568878,768,613,397.8087581473094,-19.07803664703815,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,11,799.9999999999927,753,627.2050807568878,986.8261212717716,305.3710349045211,972,319,397.80875814730945,-19.74063981023253,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,12,966,986.8261212717716,305.3710349045211,691.1966011250106,571.5570504584946,698,561,397.8087581473093,-12.119956244260637,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,13,802,691.1966011250106,571.5570504584946,1035.7090915285203,372.65267138484,1027,382,397.8087581473093,-12.215958815162356,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,14,831.0000000000073,1035.7090915285203,372.65267138484,657.3704798532389,495.58233816355187,667,487,397.8087581473094,-11.810306228382819,0
P4,S1,dom,Dominant,Mouse,Intermediate,400,50,15,0,15,1100.9999999999927,657.3704798532389,495.58233816355187,1053,454,1030,460,397.80875814730933,-23.50117437307615,0
