Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,1,1332.4000000357628,968,365,572.3704798532389,323.4176618364481,599,338.80000001192093,397.80875814730933,-28.09153302005008,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,2,1512.199999988079,572.3704798532389,323.4176618364481,950.7090915285202,446.34732861516005,902,417.80000001192093,397.80875814730933,-55.1467085834231,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,3,1091.8999999761581,950.7090915285202,446.34732861516005,606.1966011250105,247.4429495415054,630,265.80000001192093,397.80875814730933,-29.792873357362595,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,4,1252.300000011921,606.1966011250105,247.4429495415054,901.8261212717716,513.6289650954789,856,477.80000001192093,397.8087581473093,-58.02970202638806,1
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,5,1811.300000011921,901.8261212717716,513.6289650954789,667.9999999999999,191.79491924311233,690,216.80000001192093,397.8087581473094,-33.16081083811885,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,6,1261.800000011921,667.9999999999999,191.79491924311233,829.8033988749895,555.2113032590307,812,513.8000000119209,397.8087581473094,-45.072402670210145,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,7,1396.3999999761581,829.8033988749895,555.2113032590307,747.0943073464693,166.09562092634533,753,193.80000001192093,397.8087581473094,-28.326834477421183,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,8,1716.800000011921,747.0943073464693,166.09562092634533,747.0943073464692,563.9043790736547,744,525.8000000119209,397.8087581473094,-38.10437906173376,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,9,1287.3999999761581,747.0943073464692,563.9043790736547,829.8033988749894,174.78869674096927,810,211.80000001192093,397.8087581473094,-40.31987563855017,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,10,1936.4000000357628,829.8033988749894,174.78869674096927,668,538.2050807568878,682,495.80000001192093,397.8087581473094,-44.4332818985934,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,11,1287.0999999642372,668,538.2050807568878,901.8261212717716,216.37103490452108,876,237.80000001192093,397.80875814730945,-32.51661015121855,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,12,2174.699999988079,901.8261212717716,216.37103490452108,606.1966011250106,482.55705045849464,642,460.80000001192093,397.8087581473093,-41.16541896634761,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,13,1308.5,606.1966011250106,482.55705045849464,950.7090915285202,283.65267138484,916,303.80000001192093,397.8087581473092,-40.13261931951815,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,14,1311.5,950.7090915285202,283.65267138484,572.3704798532389,406.58233816355187,607,393.80000001192093,397.8087581473093,-36.88459050845266,0
Kishore,S0,C1,Non-Dominant,Mouse,Intermediate,400,50,15,0,15,1505.6000000238419,572.3704798532389,406.58233816355187,968,365,930,361.80000001192093,397.80875814730933,-37.45734094278399,0
