Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,1,1260.1000001430511,968,347.5,572.3704798532389,305.9176618364481,635,310,397.80875814730933,-62.7131496171373,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,2,1937.0999999046326,572.3704798532389,305.9176618364481,950.7090915285202,428.84732861516005,648,258,397.80875814730933,-340.6881820256309,1
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,3,546.4000000953674,950.7090915285202,428.84732861516005,606.1966011250105,229.9429495415054,648,258,397.80875814730933,-50.231330619522026,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,4,1250.5999999046326,606.1966011250105,229.9429495415054,901.8261212717716,496.12896509547886,882,457,397.8087581473093,-40.9160675729367,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,5,1892.5999999046326,901.8261212717716,496.12896509547886,667.9999999999999,174.29491924311233,808,498,397.8087581473094,-344.1728468187832,1
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,6,433.30000019073486,667.9999999999999,174.29491924311233,829.8033988749895,537.7113032590307,808,498,397.8087581473094,-45.14632197541123,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,7,1863.6999998092651,829.8033988749895,537.7113032590307,747.0943073464693,148.59562092634533,750,486,397.8087581473094,-330.6354113405671,1
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,8,469.10000014305115,747.0943073464693,148.59562092634533,747.0943073464692,546.4043790736547,750,486,397.8087581473094,-60.40437907365465,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,9,1190.3999998569489,747.0943073464692,546.4043790736547,829.8033988749894,157.28869674096927,820,206,397.8087581473094,-49.68508564729767,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,10,1704.9000000953674,829.8033988749894,157.28869674096927,668,520.7050807568878,689,467,397.8087581473094,-57.603502082375684,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,11,1789.2000000476837,668,520.7050807568878,901.8261212717716,198.87103490452108,640,427,397.80875814730945,-338.45774241989955,1
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,12,509.2000000476837,901.8261212717716,198.87103490452108,606.1966011250106,465.05705045849464,640,427,397.8087581473093,-50.5859582070189,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,13,1846.6999998092651,606.1966011250106,465.05705045849464,950.7090915285202,266.15267138484,622,371,397.8087581473092,-337.09408802618265,1
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,14,439.7000000476837,950.7090915285202,266.15267138484,572.3704798532389,389.08233816355187,622,371,397.8087581473093,-52.78822832675097,0
varun,S1,C3,Non-Dominant,Touchpad,Intermediate,400,50,15,0,15,1731.5,572.3704798532389,389.08233816355187,968,347.5,904,339,397.80875814730933,-62.76090936579442,0
