Participant Code,Session Code,Condition Code,Hand Dominance,Pointing Device,Device Experience,Amplitude,Width,Number of Targets,Task Index,Click Number,Completion Time (ms),Source X,Source Y,Target X,Target Y,Click X,Click Y,Source-Target Distance,dx,Incorrect
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,1,864,808,345.5,412.37047985323886,303.9176618364481,418,313.54624277456645,397.80875814730933,-6.605141815280488,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,2,888,412.37047985323886,303.9176618364481,790.7090915285202,426.84732861516005,781,418.3945086705202,397.80875814730933,-11.845959778790366,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,3,973.0000000000036,790.7090915285202,426.84732861516005,446.1966011250105,227.9429495415054,444,240.65173410404623,397.80875814730933,-4.45207990502986,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,4,843.9999999999964,446.1966011250105,227.9429495415054,741.8261212717716,494.12896509547886,740,483.3005780346821,397.8087581473093,-8.602677773690614,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,5,807.0000000000036,741.8261212717716,494.12896509547886,507.9999999999999,172.29491924311233,516,187.72832369942196,397.8087581473094,-17.188168504556405,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,6,782.9999999999964,507.9999999999999,172.29491924311233,669.8033988749895,535.7113032590307,661,531.2312138728323,397.8087581473094,-7.67343021466489,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,7,832,669.8033988749895,535.7113032590307,587.0943073464693,146.59562092634533,597,159.76878612716763,397.8087581473094,-14.944809243571097,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,8,1029,587.0943073464693,146.59562092634533,587.0943073464692,544.4043790736547,588,520.2471098265896,397.8087581473094,-24.15726924706502,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,9,864,587.0943073464692,544.4043790736547,669.8033988749894,155.28869674096927,664,161.76589595375722,397.8087581473094,-7.542251342052319,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,10,748.0000000000036,669.8033988749894,155.28869674096927,508,518.7050807568878,515,501.27456647398844,397.8087581473094,-18.770723649047785,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,11,1015.9999999999964,508,518.7050807568878,741.8261212717716,196.87103490452108,723,214.6893063583815,397.80875814730945,-25.48100085797605,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,12,873,741.8261212717716,196.87103490452108,446.19660112501055,463.05705045849464,456,456.3395953757225,397.8087581473094,-11.780199938763053,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,13,831,446.19660112501055,463.05705045849464,790.7090915285202,264.15267138484,764,268.6112716763006,397.8087581473093,-25.360051921432458,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,14,718,790.7090915285202,264.15267138484,412.37047985323886,387.08233816355187,425,383.4450867052023,397.8087581473093,-13.135359946703149,0
P4,S1,dom,Dominant,Touchpad,Intermediate,400,50,15,0,15,839.9999999999964,412.37047985323886,387.08233816355187,808,345.5,792,349.4942196531792,397.80875814730933,-16.32985996819259,0
